Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Kanpur,2021-10-27,00:00:00,9.01,3.5,7.26,4.96,0.6,3.12,517.64,20.0,245.24,3.17,1.0
Allahabad,2021-10-27,00:00:00,8.08,3.64,6.79,5.66,0.59,3.31,2.0,20.0,234.49,4.01,1.2
Varanasi,2021-10-27,00:00:00,8.55,3.42,7.1,4.9,0.19,2.52,645.06,20.0,241.09,4.93,0.94
Patna,2021-10-27,00:00:00,7.83,3.88,7.11,4.28,0.56,0.89,137.89,20.0,254.91,4.29,0.47
Kolkata,2021-10-27,00:00:00,7.9,3.68,6.79,4.8,0.42,1.14,234.11,20.0,264.45,3.78,0.63
Gangotri,2021-10-28,00:00:00,8.85,3.05,7.96,4.61,0.62,3.58,142.46,20.0,274.06,4.42,1.25
Rishikesh,2021-10-28,00:00:00,8.89,3.9,7.18,5.71,0.65,3.19,2.0,20.0,253.73,4.48,0.98
Haridwar,2021-10-28,00:00:00,8.46,3.5,6.75,4.28,0.49,2.22,19.29,20.0,251.06,4.14,0.43
Kanpur,2021-10-28,00:00:00,7.82,3.67,7.1,5.21,0.35,1.27,165.93,20.0,223.33,3.73,1.17
Allahabad,2021-10-28,00:00:00,8.53,2.93,7.82,5.01,0.38,4.22,43.42,20.0,208.73,3.62,1.1
Varanasi,2021-10-28,00:00:00,7.9,3.6,6.91,4.95,0.38,2.98,2.0,20.0,236.31,4.45,1.19
Patna,2021-10-28,00:00:00,8.46,2.83,7.49,4.45,0.34,2.01,427.02,20.0,255.27,3.76,0.99
Kolkata,2021-10-28,00:00:00,8.72,3.35,7.84,4.98,0.58,2.59,599.35,20.0,250.5,3.55,0.8
Gangotri,2021-10-29,00:00:00,8.07,3.17,7.44,4.11,0.52,4.23,321.24,20.0,202.31,3.5,1.03
Rishikesh,2021-10-29,00:00:00,8.55,2.84,7.89,5.29,0.44,4.5,196.88,20.0,312.21,4.31,0.75
Haridwar,2021-10-29,00:00:00,8.83,3.52,7.33,5.64,0.45,2.19,433.63,20.0,287.01,4.38,1.09
Kanpur,2021-10-29,00:00:00,8.5,3.32,7.13,4.45,0.35,0.0,349.37,20.0,267.27,3.64,0.97
Allahabad,2021-10-29,00:00:00,8.09,3.45,7.63,5.05,0.33,4.1,26.88,20.0,227.2,4.22,0.82
Varanasi,2021-10-29,00:00:00,8.27,3.5,7.75,5.24,0.47,3.29,2.0,20.0,180.32,4.42,0.93
Patna,2021-10-29,00:00:00,8.41,3.71,7.27,5.36,0.51,4.94,132.65,20.0,280.51,4.13,1.18
Kolkata,2021-10-29,00:00:00,8.48,3.6,7.13,4.44,0.65,4.97,353.44,20.0,260.69,3.55,0.79
Gangotri,2021-10-30,00:00:00,7.61,3.33,7.81,5.14,0.41,1.74,648.65,20.0,238.43,3.95,1.01
Rishikesh,2021-10-30,00:00:00,21.46,3.6,6.83,6.03,0.62,1.06,180.11,20.0,207.38,3.94,0.92
Haridwar,2021-10-30,00:00:00,8.63,3.72,7.48,5.1,0.38,7.49,2.0,20.0,256.96,3.36,1.27
Kanpur,2021-10-30,00:00:00,8.41,3.0,7.35,5.24,0.38,2.99,2.0,20.0,229.97,3.94,1.4
Allahabad,2021-10-30,00:00:00,9.05,3.1,7.78,4.78,0.49,1.52,191.74,20.0,221.43,2.85,1.09
Varanasi,2021-10-30,00:00:00,9.29,3.79,7.83,5.21,0.56,0.68,269.23,20.0,261.11,3.98,1.17
Patna,2021-10-30,00:00:00,8.84,3.65,6.51,5.04,0.48,5.35,135.6,20.0,257.47,3.75,0.93
Kolkata,2021-10-30,00:00:00,9.0,3.61,7.7,4.95,0.43,3.57,742.35,20.0,244.77,4.3,0.86
Gangotri,2021-10-31,00:00:00,8.52,3.56,7.24,4.96,0.41,3.82,573.2,20.0,267.52,4.46,0.95
Rishikesh,2021-10-31,00:00:00,8.47,2.87,8.09,5.46,0.62,3.7,315.82,20.0,256.99,4.12,0.9
Haridwar,2021-10-31,00:00:00,8.58,3.38,7.37,5.43,0.5,3.25,2.0,20.0,262.22,4.52,1.28
Kanpur,2021-10-31,00:00:00,8.04,3.13,7.39,4.31,0.55,3.45,2.0,20.0,270.66,4.23,1.25
Allahabad,2021-10-31,00:00:00,7.85,3.64,7.16,5.44,0.57,3.16,184.27,20.0,318.45,4.11,0.83
Varanasi,2021-10-31,00:00:00,7.94,3.46,7.51,4.83,0.53,0.1,266.41,20.0,303.23,5.05,0.88
Patna,2021-10-31,00:00:00,8.8,3.78,7.36,5.01,0.38,6.09,2.0,20.0,313.67,4.35,0.52
Kolkata,2021-10-31,00:00:00,8.56,3.63,6.82,4.91,0.66,4.4,91.64,20.0,266.97,3.87,0.62
Gangotri,2021-11-01,00:00:00,9.23,3.5,7.76,5.11,0.47,1.72,464.4,20.67,242.79,4.42,0.96
Rishikesh,2021-11-01,00:00:00,8.26,3.67,7.82,4.31,0.37,2.46,2.0,20.67,221.85,3.52,0.97
Haridwar,2021-11-01,00:00:00,8.95,3.32,7.02,4.98,0.64,4.19,360.13,20.67,256.56,3.6,0.89
Kanpur,2021-11-01,00:00:00,7.26,4.02,6.9,5.68,0.46,0.87,163.78,20.67,272.13,4.41,1.5
Allahabad,2021-11-01,00:00:00,8.17,3.37,7.45,4.77,0.42,0.0,17.68,20.67,241.27,4.6,1.41
Varanasi,2021-11-01,00:00:00,8.17,3.66,7.23,5.19,0.5,3.55,2.0,20.67,243.61,3.97,0.59
Patna,2021-11-01,00:00:00,9.37,3.56,7.81,5.31,0.35,4.37,600.93,20.67,225.04,4.08,1.32
Kolkata,2021-11-01,00:00:00,9.1,3.17,7.96,4.47,0.5,6.1,2.0,20.67,237.9,3.65,1.44
Gangotri,2021-11-02,00:00:00,8.56,3.29,8.01,4.65,0.4,1.8,65.46,20.67,256.66,3.79,1.08
Rishikesh,2021-11-02,00:00:00,8.21,3.49,7.81,4.86,0.54,2.72,2.0,20.67,295.21,4.17,0.95
Haridwar,2021-11-02,00:00:00,8.36,3.03,7.32,5.02,0.67,1.57,255.11,20.67,228.07,3.61,1.06
Kanpur,2021-11-02,00:00:00,8.63,3.25,6.97,5.05,0.51,2.31,2.0,20.67,245.38,4.24,1.07
Allahabad,2021-11-02,00:00:00,8.54,3.34,7.8,5.91,0.38,3.13,2.0,20.67,208.23,3.56,0.58
Varanasi,2021-11-02,00:00:00,8.69,4.04,7.18,5.9,0.44,1.9,256.88,20.67,266.52,3.95,1.0
Patna,2021-11-02,00:00:00,8.87,3.27,7.53,4.64,0.45,2.96,311.51,20.67,249.36,4.81,1.06
Kolkata,2021-11-02,00:00:00,8.54,3.52,6.79,4.15,0.41,3.97,2.0,20.67,209.81,3.9,0.59
Gangotri,2021-11-03,00:00:00,9.02,2.94,8.07,4.51,0.45,1.07,240.28,20.67,255.27,3.66,1.49
Rishikesh,2021-11-03,00:00:00,9.54,3.24,7.54,4.95,0.51,4.65,118.98,20.67,252.87,2.95,1.26
Haridwar,2021-11-03,00:00:00,8.21,3.63,7.16,5.11,0.44,3.93,143.43,20.67,222.31,4.66,1.04
Kanpur,2021-11-03,00:00:00,8.25,3.59,7.24,4.79,0.71,7.13,287.71,20.67,243.48,3.54,0.76
Allahabad,2021-11-03,00:00:00,7.99,3.67,7.16,4.68,0.6,4.46,2.0,20.67,277.09,4.34,0.95
Varanasi,2021-11-03,00:00:00,9.23,3.47,7.36,5.0,0.64,2.43,2.0,20.67,266.46,4.56,0.77
Patna,2021-11-03,00:00:00,7.9,3.43,7.11,5.63,0.46,3.52,637.39,20.67,344.19,3.79,0.81
Kolkata,2021-11-03,00:00:00,8.74,3.39,8.06,4.54,0.5,2.12,191.16,20.67,267.99,4.37,0.75
Gangotri,2021-11-04,00:00:00,9.02,3.53,7.22,5.09,0.58,6.98,2.0,20.67,263.07,3.85,0.92
Rishikesh,2021-11-04,00:00:00,7.7,3.02,7.07,4.09,0.49,5.74,199.27,20.67,265.43,4.61,1.27
Haridwar,2021-11-04,00:00:00,8.84,3.84,7.41,5.01,0.4,0.0,271.36,20.67,249.42,4.0,1.47
Kanpur,2021-11-04,00:00:00,9.16,3.28,7.86,3.99,0.31,0.37,269.69,20.67,243.06,3.16,0.62
Allahabad,2021-11-04,00:00:00,8.6,3.72,6.84,5.14,0.66,2.04,280.54,20.67,224.9,3.9,1.19
Varanasi,2021-11-04,00:00:00,8.99,3.5,7.38,5.07,0.48,4.04,288.63,20.67,242.03,3.58,0.9
Patna,2021-11-04,00:00:00,8.5,3.92,7.31,5.64,0.45,3.05,136.9,20.67,216.0,4.26,0.79
Kolkata,2021-11-04,00:00:00,8.95,3.94,7.65,5.4,0.66,0.93,2.0,20.67,272.03,3.85,1.08
Gangotri,2021-11-05,00:00:00,8.59,3.46,6.7,5.0,0.58,4.23,416.1,20.67,283.78,3.81,1.12
Rishikesh,2021-11-05,00:00:00,8.04,3.23,7.86,4.25,0.63,3.31,295.71,20.67,233.84,4.46,1.03
Haridwar,2021-11-05,00:00:00,8.97,3.3,7.03,4.65,0.55,5.42,235.38,20.67,254.74,4.04,0.98
Kanpur,2021-11-05,00:00:00,8.2,3.32,6.81,4.99,0.46,2.01,581.12,20.67,308.02,4.22,1.15
Allahabad,2021-11-05,00:00:00,9.35,3.72,7.25,4.72,0.57,3.46,66.46,20.67,261.67,4.07,0.59
Varanasi,2021-11-05,00:00:00,9.01,3.69,7.38,5.06,0.52,3.47,352.87,20.67,283.19,3.92,0.53
Patna,2021-11-05,00:00:00,8.86,3.94,7.41,5.37,0.55,4.05,141.71,20.67,248.71,3.48,1.37
Kolkata,2021-11-05,00:00:00,9.18,4.01,6.99,5.03,0.27,3.65,191.26,20.67,250.31,3.2,0.94
Gangotri,2021-11-06,00:00:00,8.63,3.83,6.89,5.89,0.43,3.72,254.05,20.67,258.43,3.31,0.33
Rishikesh,2021-11-06,00:00:00,8.41,3.36,6.5,5.1,0.53,3.44,2.0,20.67,238.65,4.6,0.72
Haridwar,2021-11-06,00:00:00,8.08,3.42,7.67,4.63,0.51,5.97,191.45,20.67,258.12,4.3,0.97
Kanpur,2021-11-06,00:00:00,7.67,3.23,7.55,4.82,0.45,0.0,242.7,20.67,261.88,4.35,1.04
Allahabad,2021-11-06,00:00:00,8.64,3.2,6.5,4.58,0.53,4.07,313.96,20.67,271.04,3.47,1.21
Varanasi,2021-11-06,00:00:00,8.95,3.25,7.28,4.33,0.6,1.93,330.89,20.67,248.39,4.0,0.89
Patna,2021-11-06,00:00:00,8.92,3.51,7.62,5.24,0.4,4.45,2.0,20.67,257.73,3.91,1.47
Kolkata,2021-11-06,00:00:00,8.64,3.18,7.24,5.88,0.43,3.54,36.61,20.67,281.72,3.93,0.38
Gangotri,2021-11-07,00:00:00,8.65,3.69,7.38,5.9,0.45,3.88,212.6,20.67,226.56,3.71,1.44
Rishikesh,2021-11-07,00:00:00,8.25,3.06,7.49,4.78,0.64,2.7,301.02,20.67,268.44,5.23,0.96
Haridwar,2021-11-07,00:00:00,9.03,3.2,8.05,5.69,0.36,2.81,706.97,20.67,274.75,3.74,1.01
Kanpur,2021-11-07,00:00:00,8.4,4.11,6.5,4.85,0.55,3.1,482.85,20.67,244.31,4.23,0.61
Allahabad,2021-11-07,00:00:00,7.88,4.01,6.75,5.31,0.41,2.2,2.0,20.67,249.67,4.09,0.95
Varanasi,2021-11-07,00:00:00,7.59,8.71,7.04,5.66,0.41,3.09,602.76,20.67,212.69,4.96,1.33
Patna,2021-11-07,00:00:00,8.34,3.84,6.62,4.74,0.65,0.0,149.86,20.67,216.55,3.34,1.05
Kolkata,2021-11-07,00:00:00,8.28,3.37,7.75,4.43,0.29,4.63,513.65,20.67,215.66,4.17,1.7
Gangotri,2021-11-08,00:00:00,8.31,3.28,6.84,5.19,0.46,3.02,138.27,20.67,235.59,3.45,0.98
Rishikesh,2021-11-08,00:00:00,9.05,3.32,7.09,4.9,0.64,1.88,2.0,20.67,236.8,4.1,0.34
Haridwar,2021-11-08,00:00:00,8.86,3.75,7.62,5.6,0.57,5.64,646.16,20.67,254.73,3.89,0.78
Kanpur,2021-11-08,00:00:00,8.49,3.97,7.29,6.35,0.38,2.29,150.18,20.67,267.16,3.98,1.12
Allahabad,2021-11-08,00:00:00,6.9,3.55,6.85,4.67,0.49,1.44,450.89,20.67,187.93,4.74,1.06
Varanasi,2021-11-08,00:00:00,8.26,2.91,7.28,4.5,0.63,2.41,410.31,20.67,273.72,4.32,1.16
Patna,2021-11-08,00:00:00,8.55,6.88,7.41,4.64,0.42,4.24,153.37,20.67,213.1,3.96,0.71
Kolkata,2021-11-08,00:00:00,8.59,3.85,7.54,5.04,0.42,1.1,277.28,20.67,295.58,3.89,0.92
Gangotri,2021-11-09,00:00:00,8.45,3.58,7.29,5.2,0.62,2.35,345.73,20.67,257.38,4.01,0.87
Rishikesh,2021-11-09,00:00:00,7.88,3.23,7.78,5.85,0.53,2.45,48.99,20.67,282.19,3.52,1.08
Haridwar,2021-11-09,00:00:00,8.29,3.02,7.67,5.16,0.27,3.19,286.71,20.67,225.93,3.54,1.06
Kanpur,2021-11-09,00:00:00,9.14,3.79,7.1,4.64,0.63,2.31,2.0,20.67,261.2,3.21,1.12
Allahabad,2021-11-09,00:00:00,9.18,3.82,7.3,5.39,0.48,2.25,300.14,20.67,260.59,4.02,1.22
Varanasi,2021-11-09,00:00:00,8.33,3.59,7.27,4.86,0.58,5.54,315.58,20.67,240.22,3.9,1.14
Patna,2021-11-09,00:00:00,9.01,3.36,7.64,4.53,0.6,1.55,597.32,20.67,272.66,3.86,0.88
Kolkata,2021-11-09,00:00:00,9.32,3.58,7.1,4.98,0.62,3.12,2.0,20.67,209.31,4.2,1.08
Gangotri,2021-11-10,00:00:00,9.81,4.07,8.18,5.0,0.42,2.79,485.21,20.67,262.56,4.17,1.21
Rishikesh,2021-11-10,00:00:00,9.3,3.11,7.65,4.73,0.49,5.83,140.43,20.67,217.45,3.18,1.03
Haridwar,2021-11-10,00:00:00,8.14,2.79,7.82,4.85,0.4,1.28,327.46,20.67,227.22,5.13,0.93
Kanpur,2021-11-10,00:00:00,8.17,3.31,7.82,4.76,0.37,1.29,49.23,20.67,214.75,3.84,0.99
Allahabad,2021-11-10,00:00:00,9.41,3.37,7.28,4.85,0.56,2.99,535.93,20.67,234.56,3.9,1.02
Varanasi,2021-11-10,00:00:00,7.53,3.9,6.82,4.37,0.64,5.87,61.74,20.67,285.86,3.56,1.03
Patna,2021-11-10,00:00:00,8.18,3.91,8.14,4.94,0.52,1.72,42.91,20.67,261.7,4.81,1.23
Kolkata,2021-11-10,00:00:00,9.84,3.48,7.25,5.45,0.36,6.62,347.74,20.67,279.2,3.92,0.92
Gangotri,2021-11-11,00:00:00,9.79,3.24,7.71,5.04,0.56,3.18,136.26,20.67,251.88,4.55,1.34
Rishikesh,2021-11-11,00:00:00,9.54,3.44,7.23,5.14,0.58,1.63,240.8,20.67,230.52,3.27,0.73
Haridwar,2021-11-11,00:00:00,7.37,3.34,7.58,4.76,0.51,2.64,504.15,20.67,220.19,3.66,1.29
Kanpur,2021-11-11,00:00:00,8.0,3.79,7.6,4.62,0.3,5.54,170.68,20.67,264.88,3.66,1.16
Allahabad,2021-11-11,00:00:00,9.62,3.4,7.96,5.15,0.63,4.46,8.65,20.67,204.56,4.21,1.2
Varanasi,2021-11-11,00:00:00,8.63,4.0,8.2,5.23,0.53,1.27,292.9,20.67,265.48,4.3,1.26
Patna,2021-11-11,00:00:00,8.47,3.99,7.76,5.03,0.51,1.64,2.0,20.67,298.54,4.43,0.84
Kolkata,2021-11-11,00:00:00,9.06,3.66,7.03,4.96,0.62,4.05,457.91,20.67,238.74,4.25,1.12
Gangotri,2021-11-12,00:00:00,9.1,3.89,7.33,4.66,1.42,2.35,755.38,20.67,237.88,4.09,1.23
Rishikesh,2021-11-12,00:00:00,8.9,3.34,7.52,4.9,0.62,3.36,856.85,20.67,290.14,4.16,1.05
Haridwar,2021-11-12,00:00:00,8.09,3.4,7.25,4.29,0.48,1.09,103.44,20.67,264.15,4.36,1.27
Kanpur,2021-11-12,00:00:00,8.99,3.26,7.92,4.92,0.57,0.65,247.67,20.67,267.94,3.56,0.84
Allahabad,2021-11-12,00:00:00,8.48,3.02,6.5,4.67,0.63,3.27,282.63,20.67,234.87,4.34,1.1
Varanasi,2021-11-12,00:00:00,7.3,3.73,7.71,5.28,0.69,3.5,2.0,20.67,222.36,4.04,1.24
Patna,2021-11-12,00:00:00,7.9,3.49,6.5,5.12,0.39,4.09,222.22,20.67,202.03,3.75,0.87
Kolkata,2021-11-12,00:00:00,8.93,3.36,7.31,4.6,0.61,2.91,705.15,20.67,240.74,4.56,0.94
Gangotri,2021-11-13,00:00:00,9.04,3.63,7.68,4.79,0.56,5.27,248.67,20.67,253.46,4.39,0.85
Rishikesh,2021-11-13,00:00:00,9.2,3.42,7.46,5.52,0.64,2.5,212.6,20.67,215.07,3.8,0.81
Haridwar,2021-11-13,00:00:00,9.0,3.58,6.65,4.79,0.5,2.65,568.53,20.67,198.01,4.18,1.23
Kanpur,2021-11-13,00:00:00,9.05,3.4,7.71,4.51,0.39,3.79,102.15,20.67,254.74,3.84,1.26
Allahabad,2021-11-13,00:00:00,9.54,3.0,7.32,4.73,0.47,2.35,189.29,20.67,275.34,4.37,0.94
Varanasi,2021-11-13,00:00:00,7.72,4.02,7.82,5.22,0.54,2.46,253.39,20.67,242.25,4.22,0.88
Patna,2021-11-13,00:00:00,9.17,3.18,7.19,4.9,0.49,0.36,100.71,20.67,261.06,4.12,1.32
Kolkata,2021-11-13,00:00:00,9.49,3.36,7.35,4.25,0.6,1.31,440.92,20.67,225.38,4.5,0.52
Gangotri,2021-11-14,00:00:00,8.0,3.92,7.73,4.93,0.59,0.56,314.54,20.67,245.68,3.46,0.75
Rishikesh,2021-11-14,00:00:00,6.99,3.92,7.53,5.86,0.52,1.37,521.34,20.67,257.26,4.46,1.89
Haridwar,2021-11-14,00:00:00,8.92,3.49,6.92,5.27,0.73,2.27,2.0,20.67,285.3,3.93,0.4
Kanpur,2021-11-14,00:00:00,8.53,3.44,8.43,6.08,0.43,1.92,201.81,20.67,267.68,3.72,1.24
Allahabad,2021-11-14,00:00:00,8.63,3.61,7.61,5.82,0.46,4.25,510.94,20.67,232.67,3.89,1.31
Varanasi,2021-11-14,00:00:00,7.77,3.62,7.34,3.31,0.53,4.75,177.45,20.67,204.85,4.07,0.75
Patna,2021-11-14,00:00:00,8.2,3.26,7.3,4.18,0.43,8.73,133.25,20.67,275.77,2.54,1.27
Kolkata,2021-11-14,00:00:00,8.99,4.12,6.82,4.69,0.45,2.91,367.4,20.67,207.34,3.86,1.42
Gangotri,2021-11-15,00:00:00,8.41,4.0,8.13,5.42,0.38,3.22,2.0,20.67,238.01,4.63,0.96
Rishikesh,2021-11-15,00:00:00,7.73,3.76,7.64,5.28,0.56,7.37,416.8,20.67,307.31,3.93,0.88
Haridwar,2021-11-15,00:00:00,7.93,3.21,7.78,5.03,0.74,4.05,2.0,20.67,257.18,3.58,1.14
Kanpur,2021-11-15,00:00:00,9.06,3.53,7.06,4.86,0.4,4.91,7.37,20.67,246.44,3.94,1.02
Allahabad,2021-11-15,00:00:00,9.52,3.95,7.3,5.15,0.64,4.22,2.0,20.67,251.33,3.93,1.11
Varanasi,2021-11-15,00:00:00,8.07,3.54,7.6,3.65,0.41,3.92,114.98,20.67,229.71,3.21,1.22
Patna,2021-11-15,00:00:00,9.6,3.44,7.24,4.95,0.51,3.38,442.59,20.67,231.61,4.25,1.03
Kolkata,2021-11-15,00:00:00,6.76,3.3,7.43,5.38,0.56,0.56,373.58,20.67,230.51,3.85,0.86
Gangotri,2021-11-16,00:00:00,8.42,3.22,7.95,4.77,0.5,0.64,268.35,20.67,274.27,3.41,0.83
Rishikesh,2021-11-16,00:00:00,8.92,3.49,6.67,4.87,0.48,2.68,152.09,20.67,236.93,3.98,0.98
Haridwar,2021-11-16,00:00:00,8.42,4.31,7.45,5.33,0.59,2.88,431.06,20.67,259.5,3.55,0.72
Kanpur,2021-11-16,00:00:00,8.07,3.48,8.02,5.55,0.31,3.25,2.0,20.67,219.44,3.59,1.45
Allahabad,2021-11-16,00:00:00,8.85,3.53,7.18,5.18,0.53,2.54,2.0,20.67,289.68,4.32,0.89
Varanasi,2021-11-16,00:00:00,10.42,3.46,7.49,5.25,0.39,5.95,2.0,20.67,256.43,4.26,1.33
Patna,2021-11-16,00:00:00,8.11,3.71,7.37,4.82,0.54,3.79,237.64,20.67,236.78,4.11,0.92
Kolkata,2021-11-16,00:00:00,7.45,3.76,7.34,4.17,0.7,0.0,698.54,20.67,251.1,4.92,1.43
Gangotri,2021-11-17,00:00:00,7.55,3.45,7.58,5.16,0.62,5.17,474.72,20.67,256.68,3.62,0.76
Rishikesh,2021-11-17,00:00:00,8.56,3.97,7.58,5.08,0.46,3.77,88.23,20.67,252.86,5.28,1.22
Haridwar,2021-11-17,00:00:00,7.88,3.55,7.95,5.97,0.36,3.31,559.74,20.67,263.52,4.15,0.97
Kanpur,2021-11-17,00:00:00,7.51,3.17,6.89,4.93,0.66,3.58,472.58,20.67,274.3,4.41,0.76
Allahabad,2021-11-17,00:00:00,8.38,3.82,6.85,4.62,0.62,3.22,219.4,20.67,238.65,4.34,1.33
Varanasi,2021-11-17,00:00:00,8.76,3.42,7.49,4.13,0.42,2.77,676.46,20.67,221.13,4.62,0.77
Patna,2021-11-17,00:00:00,7.68,3.6,7.07,4.3,0.49,3.73,2.0,20.67,240.57,4.06,1.25
Kolkata,2021-11-17,00:00:00,8.17,3.32,6.67,5.09,0.52,2.62,378.69,20.67,269.65,3.79,0.81
Gangotri,2021-11-18,00:00:00,8.52,3.86,7.18,6.12,0.64,3.41,191.17,20.67,312.22,4.39,0.92
Rishikesh,2021-11-18,00:00:00,8.65,3.77,7.34,5.11,0.54,0.14,330.7,20.67,191.86,4.81,1.47
Haridwar,2021-11-18,00:00:00,7.99,3.56,8.5,5.34,0.46,4.34,2.0,20.67,261.36,2.98,0.81
Kanpur,2021-11-18,00:00:00,8.0,4.14,6.89,5.95,0.46,5.18,542.39,20.67,268.76,2.7,0.94
Allahabad,2021-11-18,00:00:00,8.44,3.61,7.7,4.71,0.66,3.92,219.44,20.67,252.95,3.73,0.68
Varanasi,2021-11-18,00:00:00,8.6,3.64,7.59,5.47,0.51,3.97,494.62,20.67,280.06,3.16,0.89
Patna,2021-11-18,00:00:00,8.6,3.55,7.52,4.14,0.65,2.93,574.12,20.67,232.9,3.74,0.65
Kolkata,2021-11-18,00:00:00,8.07,3.17,7.68,4.54,0.44,2.64,72.69,20.67,246.6,5.49,1.09
Gangotri,2021-11-19,00:00:00,9.2,3.41,7.46,5.34,0.59,4.38,2.0,20.67,261.61,3.21,0.83
Rishikesh,2021-11-19,00:00:00,7.07,3.55,7.48,4.03,0.64,4.65,53.17,20.67,249.15,3.1,0.86
Haridwar,2021-11-19,00:00:00,9.19,3.38,7.3,5.84,0.5,4.14,433.68,20.67,208.4,4.16,0.85
Kanpur,2021-11-19,00:00:00,8.81,3.85,7.41,4.77,0.59,2.48,780.19,20.67,240.88,3.51,1.17
Allahabad,2021-11-19,00:00:00,7.4,3.65,7.78,5.15,0.45,5.72,451.87,20.67,231.64,3.44,1.08
Varanasi,2021-11-19,00:00:00,8.65,3.25,7.01,4.66,0.54,3.12,735.59,20.67,207.12,3.83,1.04
Patna,2021-11-19,00:00:00,8.46,3.8,7.52,5.15,0.46,1.58,339.24,20.67,243.83,4.78,1.31
Kolkata,2021-11-19,00:00:00,8.22,3.62,7.28,4.93,0.59,3.73,574.8,20.67,255.18,4.07,1.4
Gangotri,2021-11-20,00:00:00,8.97,3.31,7.33,5.19,0.5,3.91,290.31,20.67,208.93,4.36,0.96
Rishikesh,2021-11-20,00:00:00,9.35,3.33,7.1,5.26,0.56,3.97,675.69,20.67,282.0,4.46,1.19
Haridwar,2021-11-20,00:00:00,9.09,2.67,8.5,4.56,0.52,3.19,230.01,20.67,261.4,3.39,1.28
Kanpur,2021-11-20,00:00:00,9.12,3.19,7.11,5.35,0.4,3.12,301.15,20.67,244.17,3.94,0.95
Allahabad,2021-11-20,00:00:00,8.4,3.31,7.84,4.83,0.53,0.65,2.0,20.67,234.1,4.51,1.38
Varanasi,2021-11-20,00:00:00,9.11,3.73,7.01,4.9,0.62,5.32,134.49,20.67,223.55,4.03,0.83
Patna,2021-11-20,00:00:00,7.51,3.75,7.65,5.04,0.6,3.19,778.17,20.67,254.59,3.25,0.96
Kolkata,2021-11-20,00:00:00,6.96,3.78,6.86,4.55,0.53,1.23,415.6,20.67,250.47,5.38,1.24
Gangotri,2021-11-21,00:00:00,9.07,3.21,7.55,4.62,0.4,0.89,376.87,20.67,200.5,4.18,1.39
Rishikesh,2021-11-21,00:00:00,7.22,3.2,7.23,5.08,0.4,1.51,2.0,20.67,223.64,4.42,0.94
Haridwar,2021-11-21,00:00:00,8.72,3.67,7.22,5.35,0.54,5.33,680.9,20.67,238.1,4.46,1.01
Kanpur,2021-11-21,00:00:00,7.89,2.96,8.2,4.09,0.35,6.15,96.52,20.67,268.19,3.62,0.63
Allahabad,2021-11-21,00:00:00,8.25,4.06,7.05,5.68,0.61,1.63,734.5,20.67,271.11,4.21,1.18
Varanasi,2021-11-21,00:00:00,8.2,3.74,7.76,4.68,0.65,0.0,824.9,20.67,250.42,3.67,0.69
Patna,2021-11-21,00:00:00,8.65,3.19,7.94,5.31,0.5,1.96,364.09,20.67,233.85,4.36,0.77
Kolkata,2021-11-21,00:00:00,8.37,3.38,7.61,4.68,0.54,2.02,263.33,20.67,230.83,5.04,0.77
Gangotri,2021-11-22,00:00:00,8.19,3.53,7.14,4.52,0.41,4.06,551.3,20.67,217.62,3.92,0.84
Rishikesh,2021-11-22,00:00:00,8.38,3.97,6.6,4.95,0.54,2.44,2.0,20.67,234.82,4.39,0.61
Haridwar,2021-11-22,00:00:00,17.18,2.53,7.54,3.99,0.33,3.49,2.0,20.67,272.99,3.94,0.76
Kanpur,2021-11-22,00:00:00,7.77,3.22,7.3,5.31,0.55,1.34,145.07,20.67,238.84,4.43,0.79
Allahabad,2021-11-22,00:00:00,8.24,2.75,7.78,4.73,0.49,3.06,430.04,20.67,270.6,3.8,1.14
Varanasi,2021-11-22,00:00:00,7.69,3.45,6.92,5.38,0.5,3.99,248.74,20.67,264.23,3.62,1.1
Patna,2021-11-22,00:00:00,8.25,3.26,7.82,4.13,0.52,0.0,196.05,20.67,232.82,3.71,1.15
Kolkata,2021-11-22,00:00:00,8.91,3.39,7.77,5.31,0.39,3.72,498.33,20.67,260.9,3.88,0.97
Gangotri,2021-11-23,00:00:00,9.14,3.91,7.74,4.93,0.46,1.31,538.97,20.67,232.64,3.81,1.06
Rishikesh,2021-11-23,00:00:00,8.72,3.62,7.16,5.28,0.43,3.95,36.76,20.67,221.15,2.61,1.08
Haridwar,2021-11-23,00:00:00,8.43,3.65,7.35,4.28,0.61,3.98,109.4,20.67,252.15,4.14,1.39
Kanpur,2021-11-23,00:00:00,8.22,3.5,8.1,4.86,0.55,0.57,179.64,20.67,236.59,3.53,0.97
Allahabad,2021-11-23,00:00:00,8.29,3.85,8.03,5.73,0.4,1.16,304.04,20.67,233.86,3.62,0.55
Varanasi,2021-11-23,00:00:00,8.54,4.26,7.23,5.53,0.64,4.32,326.41,20.67,237.84,4.34,1.08
Patna,2021-11-23,00:00:00,7.49,3.78,7.51,5.57,0.5,2.35,2.0,20.67,227.35,4.25,1.24
Kolkata,2021-11-23,00:00:00,8.11,3.61,7.51,5.1,0.65,2.42,343.59,20.67,211.68,4.13,0.79
